Auction,Color,IsBadBuy,MMRCurrentAuctionAveragePrice,Size,TopThreeAmericanName,VehBCost,VehicleAge,VehOdo,WarrantyCost,WheelType
OTHER,BLUE,No,7386,MEDIUM,GM,7105,3,59427,1003,Alloy
OTHER,BLUE,No,8247,MEDIUM SUV,OTHER,8805,6,87174,894,Alloy
OTHER,SILVER,No,7500,SPECIALTY,CHRYSLER,7805,3,74073,1389,Covers
OTHER,SILVER,No,9480,MEDIUM SUV,GM,8535,3,82577,1503,Alloy
OTHER,SILVER,No,6858,LARGE,GM,7935,3,52182,1500,Alloy
OTHER,SILVER,No,6685,MEDIUM,GM,6605,3,68089,923,Alloy
OTHER,PURPLE,No,4221,MEDIUM,CHRYSLER,4890,4,64675,1215,Alloy
OTHER,WHITE,No,7720,MEDIUM SUV,CHRYSLER,9405,5,70443,1623,Alloy
OTHER,SILVER,No,4816,COMPACT,GM,5305,4,35932,582,Covers
OTHER,GREY,No,10881,SMALL SUV,FORD,7535,3,79673,920,Alloy
OTHER,BLUE,No,5028,MEDIUM,GM,6305,4,79393,1272,Alloy
OTHER,BLACK,No,5620,MEDIUM,CHRYSLER,5905,3,50150,1086,Covers
OTHER,WHITE,No,0,MEDIUM,OTHER,6505,3,37217,582,Alloy
OTHER,GREEN,No,4527,MEDIUM SUV,FORD,6300,6,66685,1808,Alloy
OTHER,GREEN,No,5218,MEDIUM SUV,FORD,7300,5,62685,1508,Alloy
OTHER,SILVER,Yes,3984,LARGE,GM,7205,5,74769,1974,Alloy
OTHER,WHITE,No,4971,VAN,FORD,6005,4,68574,1313,Covers
OTHER,GOLD,No,5449,MEDIUM,GM,4890,5,78259,1272,Alloy
OTHER,SILVER,No,5105,MEDIUM,CHRYSLER,5705,3,66710,1215,Alloy
OTHER,GREEN,No,7702,CROSSOVER,FORD,7905,4,78744,1506,Alloy
OTHER,BLACK,No,4748,COMPACT,OTHER,6305,4,66365,533,Covers
OTHER,BLUE,No,5429,MEDIUM,GM,7300,3,66076,923,Covers
OTHER,GREEN,No,7222,VAN,GM,6900,4,81764,2282,Covers
OTHER,RED,No,11469,LARGE SUV,FORD,9190,4,89177,1113,Alloy
OTHER,SILVER,No,4398,COMPACT,GM,5405,3,60400,728,Alloy
OTHER,WHITE,Yes,4859,MEDIUM,CHRYSLER,6205,3,36694,882,unkwnWheel
OTHER,GOLD,Yes,6988,LARGE,GM,6105,3,82437,2152,unkwnWheel
OTHER,BLUE,No,5690,MEDIUM,CHRYSLER,5205,2,54226,1086,Alloy
OTHER,GREY,Yes,3458,MEDIUM,CHRYSLER,4190,5,87672,1503,Alloy
OTHER,BLUE,No,10859,CROSSOVER,CHRYSLER,8105,4,77325,1389,Alloy
OTHER,BROWN,No,11469,LARGE SUV,FORD,9905,5,77816,1038,Covers
OTHER,RED,No,8265,MEDIUM,GM,5905,3,74350,1272,Alloy
OTHER,GOLD,Yes,7275,MEDIUM,GM,6650,3,46816,764,Alloy
OTHER,WHITE,No,8315,MEDIUM SUV,CHRYSLER,11020,5,63016,1411,Alloy
OTHER,PURPLE,No,5586,MEDIUM,GM,5905,4,63492,728,Alloy
OTHER,WHITE,Yes,4959,MEDIUM,OTHER,7605,6,55249,837,unkwnWheel
OTHER,BLUE,No,6928,LARGE,GM,7105,4,69116,1703,Alloy
OTHER,WHITE,No,3428,MEDIUM,GM,4190,5,47121,1469,Alloy
OTHER,RED,No,6940,MEDIUM,FORD,7605,4,46599,623,Alloy
OTHER,SILVER,No,9605,MEDIUM,GM,8005,2,41345,905,Alloy
OTHER,BLUE,No,8507,MEDIUM SUV,CHRYSLER,10820,6,73517,1623,Alloy
OTHER,RED,No,10246,MEDIUM,GM,9005,2,41731,905,Alloy
OTHER,BLUE,No,7350,LARGE,GM,7405,4,76934,1974,Alloy
OTHER,SILVER,No,10011,LARGE TRUCK,CHRYSLER,11520,5,56018,754,unkwnWheel
OTHER,GOLD,No,6971,MEDIUM SUV,GM,6405,5,65429,3115,Covers
OTHER,BLACK,No,6599,MEDIUM SUV,GM,8605,7,83706,2452,Covers
OTHER,BLUE,No,4619,MEDIUM,CHRYSLER,5305,4,51247,920,Covers
OTHER,WHITE,No,4069,VAN,GM,4990,6,73300,4622,Alloy
OTHER,GOLD,No,4383,COMPACT,FORD,6605,4,50219,920,Alloy
OTHER,BLUE,Yes,6458,CROSSOVER,CHRYSLER,8290,6,70292,1389,unkwnWheel
OTHER,BLACK,No,6649,LARGE,GM,7705,4,56793,1500,Alloy
OTHER,GREY,No,7766,LARGE SUV,FORD,10105,6,73356,1038,Alloy
OTHER,BROWN,No,7202,MEDIUM SUV,OTHER,7605,5,79267,686,Alloy
OTHER,BLUE,No,6447,MEDIUM,OTHER,9005,4,60866,728,Alloy
OTHER,GOLD,No,4814,MEDIUM,GM,6000,5,30505,762,unkwnWheel
OTHER,BLUE,No,7170,MEDIUM,GM,7200,3,60740,923,unkwnWheel
OTHER,BLACK,No,7211,MEDIUM,GM,7300,3,60798,1118,Covers
OTHER,BLUE,No,7122,MEDIUM,GM,7300,3,46179,764,Covers
OTHER,GOLD,No,0,SMALL TRUCK,FORD,6200,6,66705,1020,unkwnWheel
OTHER,WHITE,No,7290,MEDIUM,GM,5600,3,91557,1197,Covers
OTHER,GREEN,No,7138,MEDIUM,GM,7000,4,80278,1113,Alloy
OTHER,BLACK,No,7471,MEDIUM,GM,6700,3,74125,1272,Covers
OTHER,WHITE,No,6845,VAN,GM,7500,3,75273,2091,Covers
OTHER,RED,Yes,6093,MEDIUM,GM,6905,4,83097,1113,Covers
OTHER,SILVER,No,7603,SMALL TRUCK,CHRYSLER,8205,5,42025,834,Alloy
OTHER,WHITE,Yes,5772,VAN,CHRYSLER,7505,5,85004,1763,unkwnWheel
OTHER,BLUE,No,7360,MEDIUM,CHRYSLER,6405,2,83569,1243,Covers
OTHER,BLACK,No,9881,MEDIUM SUV,GM,9730,3,64674,1215,Alloy
OTHER,BLUE,No,8391,MEDIUM,GM,7330,2,84478,853,Alloy
OTHER,BLACK,No,11947,MEDIUM,FORD,8430,2,89287,1373,Alloy
OTHER,SILVER,No,9143,VAN,CHRYSLER,8530,2,81691,1763,Covers
OTHER,WHITE,No,7866,MEDIUM,OTHER,7805,4,82478,723,Covers
OTHER,RED,No,7615,LARGE TRUCK,CHRYSLER,10220,6,63407,825,Alloy
OTHER,WHITE,No,3930,MEDIUM,FORD,5605,5,69138,825,Alloy
OTHER,RED,No,7779,MEDIUM,CHRYSLER,7605,2,74328,1155,Covers
OTHER,WHITE,No,2772,COMPACT,OTHER,4790,5,25220,642,Covers
OTHER,WHITE,Yes,2434,MEDIUM,CHRYSLER,4390,6,107476,1450,unkwnWheel
OTHER,BLUE,No,8893,LARGE,GM,8350,1,59509,1500,Covers
OTHER,BLUE,No,2492,COMPACT,FORD,2790,7,106911,1750,Alloy
OTHER,BLACK,No,5288,MEDIUM,CHRYSLER,4490,4,78507,1389,Covers
OTHER,BLUE,No,4691,VAN,CHRYSLER,6405,5,86449,1763,Covers
OTHER,RED,No,6354,MEDIUM,FORD,8505,4,73994,803,Alloy
MANHEIM,SILVER,No,5666,MEDIUM,CHRYSLER,6500,3,57552,754,Covers
MANHEIM,RED,No,9883,MEDIUM SUV,CHRYSLER,10800,4,82231,1503,Alloy
MANHEIM,GREY,No,8199,VAN,OTHER,6900,4,75490,1389,Covers
MANHEIM,GOLD,No,5771,COMPACT,OTHER,7500,4,71072,569,Covers
MANHEIM,SILVER,No,5305,MEDIUM SUV,GM,8500,6,72360,1974,Alloy
MANHEIM,SILVER,No,8161,MEDIUM,GM,7135,3,81716,1373,Alloy
MANHEIM,BLACK,Yes,4719,COMPACT,GM,4900,3,39799,582,Covers
MANHEIM,SILVER,No,6443,MEDIUM SUV,GM,7000,5,91316,1341,Alloy
MANHEIM,SILVER,No,4546,MEDIUM,CHRYSLER,5600,4,63647,1215,Covers
MANHEIM,BLACK,Yes,5170,MEDIUM,GM,5900,5,80390,1373,Alloy
MANHEIM,MAROON,Yes,5155,COMPACT,OTHER,4500,5,88973,594,Covers
MANHEIM,BLACK,No,5675,COMPACT,FORD,5100,3,80257,1243,Covers
MANHEIM,SILVER,No,8155,MEDIUM,GM,7100,3,86284,1113,Covers
MANHEIM,GREY,Yes,6395,MEDIUM,OTHER,7800,5,78870,1038,Alloy
MANHEIM,WHITE,No,10937,SMALL SUV,OTHER,9000,2,89788,983,Alloy
MANHEIM,BLACK,No,9400,MEDIUM,OTHER,10500,3,92006,765,Alloy
MANHEIM,GREY,No,5400,VAN,CHRYSLER,6000,4,74631,1623,Covers
MANHEIM,SILVER,No,5636,CROSSOVER,CHRYSLER,8900,5,75333,1389,Alloy
MANHEIM,BEIGE,Yes,4518,COMPACT,FORD,5300,4,94786,1341,Alloy
MANHEIM,BLACK,No,2808,MEDIUM,CHRYSLER,5400,6,75639,1155,Alloy
MANHEIM,BLUE,No,3960,COMPACT,OTHER,4300,4,86862,594,Covers
MANHEIM,SILVER,No,5701,LARGE,FORD,7500,4,62565,1313,Alloy
MANHEIM,WHITE,No,7901,MEDIUM,CHRYSLER,8000,2,73531,1155,Covers
MANHEIM,BLUE,No,10940,SMALL SUV,FORD,9200,2,75728,920,Alloy
MANHEIM,GOLD,No,3169,MEDIUM,FORD,4500,5,79743,920,Covers
MANHEIM,GREY,No,5911,MEDIUM,FORD,6900,4,82661,853,Alloy
MANHEIM,SILVER,No,6752,SMALL SUV,FORD,7400,5,64895,825,Alloy
MANHEIM,SILVER,No,5147,CROSSOVER,CHRYSLER,7600,6,71775,1389,Alloy
MANHEIM,GREY,No,7040,MEDIUM,FORD,5100,4,61567,825,Alloy
MANHEIM,WHITE,No,7399,MEDIUM,OTHER,8000,3,89978,853,Covers
MANHEIM,BEIGE,No,7136,LARGE,GM,8400,3,89581,2152,Covers
MANHEIM,BLACK,No,9159,MEDIUM,GM,7900,2,79822,1272,Covers
MANHEIM,SILVER,No,7136,LARGE,GM,8000,3,82547,2152,Covers
MANHEIM,BEIGE,No,8709,CROSSOVER,FORD,9000,3,74670,1506,Alloy
MANHEIM,SILVER,No,3079,MEDIUM,GM,6000,6,36035,762,Covers
MANHEIM,BLUE,No,6255,MEDIUM,CHRYSLER,4600,4,83289,1503,Covers
MANHEIM,PURPLE,No,2994,MEDIUM,CHRYSLER,5000,6,37700,882,Covers
MANHEIM,BLACK,No,4625,COMPACT,OTHER,5500,4,90734,620,Alloy
MANHEIM,GREEN,No,6255,MEDIUM,CHRYSLER,5900,4,67403,1215,Covers
MANHEIM,BLUE,No,5988,SMALL SUV,FORD,6800,4,86988,983,Covers
MANHEIM,SILVER,No,2499,COMPACT,OTHER,3900,8,87754,1153,Covers
MANHEIM,SILVER,No,4281,MEDIUM,GM,7000,4,76809,1272,Covers
MANHEIM,BLACK,No,8748,SPORTS,FORD,9200,4,52899,671,Alloy
MANHEIM,BEIGE,No,12785,MEDIUM,OTHER,10000,2,86194,723,Alloy
MANHEIM,BLACK,No,7779,MEDIUM,CHRYSLER,8730,2,63940,1020,Covers
MANHEIM,BLUE,No,4210,VAN,CHRYSLER,4600,4,73003,1623,Covers
MANHEIM,WHITE,No,8448,LARGE,GM,8200,2,76833,1974,Covers
MANHEIM,BEIGE,No,5472,COMPACT,FORD,5500,3,75156,1155,Covers
MANHEIM,SILVER,No,3169,MEDIUM,CHRYSLER,4900,4,82184,1373,Alloy
MANHEIM,GREEN,No,4198,MEDIUM,CHRYSLER,5600,5,79181,1272,Alloy
MANHEIM,BLACK,No,11120,MEDIUM,CHRYSLER,8100,2,82458,983,Alloy
MANHEIM,WHITE,No,6202,MEDIUM SUV,GM,6800,5,81945,1243,Alloy
MANHEIM,SILVER,No,12644,MEDIUM SUV,CHRYSLER,9200,3,74131,1740,Alloy
MANHEIM,GREY,No,7936,LARGE,GM,8100,3,72010,1974,Alloy
MANHEIM,SILVER,No,7532,LARGE,GM,8100,3,71823,1974,Covers
MANHEIM,WHITE,No,4251,VAN,CHRYSLER,6000,5,83807,1763,Covers
MANHEIM,WHITE,No,7532,LARGE,GM,7800,3,91314,2351,Covers
MANHEIM,GREEN,No,8141,MEDIUM SUV,GM,8800,4,90731,1630,Alloy
MANHEIM,BLUE,No,5744,VAN,CHRYSLER,7300,5,65006,1411,Alloy
MANHEIM,WHITE,No,5098,MEDIUM,OTHER,7000,6,69182,533,Alloy
MANHEIM,BLACK,No,3182,MEDIUM,GM,3600,6,84145,853,Alloy
MANHEIM,BLUE,No,8323,MEDIUM,CHRYSLER,7630,2,75900,1155,Covers
MANHEIM,SILVER,No,4260,MEDIUM,OTHER,5500,4,77096,569,Alloy
MANHEIM,RED,No,3259,MEDIUM,OTHER,3900,6,105660,650,Covers
MANHEIM,SILVER,No,8462,MEDIUM,FORD,8030,3,84081,1373,Alloy
MANHEIM,WHITE,No,2579,COMPACT,GM,4700,6,29763,762,Covers
MANHEIM,GREEN,No,5638,MEDIUM,CHRYSLER,5600,4,83213,1503,Covers
MANHEIM,GOLD,No,4039,MEDIUM,GM,5800,5,36435,762,Covers
MANHEIM,GREEN,No,3169,MEDIUM,CHRYSLER,4000,4,89411,1373,Alloy
MANHEIM,GOLD,Yes,3169,MEDIUM,FORD,4530,5,98176,1053,Alloy
MANHEIM,GREEN,No,3730,MEDIUM,CHRYSLER,4200,4,85785,1243,Alloy
MANHEIM,BLACK,No,6040,LARGE,FORD,6300,4,79241,1506,Alloy
MANHEIM,BLACK,No,3880,MEDIUM,GM,4100,6,97282,909,Alloy
MANHEIM,GREY,No,11741,SPECIALTY,CHRYSLER,10030,2,63153,1215,Covers
MANHEIM,GREY,No,7586,MEDIUM SUV,GM,7315,5,83452,2152,Alloy
MANHEIM,GREY,No,7714,LARGE SUV,FORD,8515,6,73288,1689,Alloy
MANHEIM,GREEN,No,7839,MEDIUM SUV,GM,7815,4,43869,834,Alloy
MANHEIM,SILVER,No,6543,MEDIUM SUV,GM,6295,5,76680,1155,Alloy
MANHEIM,BLUE,No,8782,MEDIUM,GM,6895,2,71460,803,Alloy
MANHEIM,SILVER,No,5075,MEDIUM,GM,5795,4,74524,1038,Covers
MANHEIM,BLUE,No,9890,SPECIALTY,CHRYSLER,10560,3,66604,1215,Alloy
MANHEIM,BLACK,No,2063,MEDIUM,FORD,4200,8,91311,1353,Alloy
MANHEIM,MAROON,No,4647,VAN,FORD,5595,4,62255,1313,Covers
MANHEIM,GREEN,No,3417,VAN,CHRYSLER,5600,7,45480,1416,Covers
MANHEIM,BLACK,No,11763,LARGE,GM,9870,3,69432,1703,Alloy
MANHEIM,GREY,No,5649,MEDIUM SUV,CHRYSLER,6400,6,82736,2063,Alloy
MANHEIM,ORANGE,No,9655,MEDIUM,GM,8015,2,78402,803,Alloy
MANHEIM,SILVER,No,3643,LARGE,GM,5335,5,67084,1703,Covers
MANHEIM,GREY,No,6143,MEDIUM,GM,6100,3,74179,1038,Covers
MANHEIM,BLUE,No,4826,CROSSOVER,OTHER,5765,6,86527,1933,Alloy
MANHEIM,BLUE,No,9366,MEDIUM,OTHER,8715,3,77903,686,Covers
MANHEIM,GOLD,No,4587,COMPACT,OTHER,4815,4,82160,594,Covers
MANHEIM,GREY,No,2182,MEDIUM,FORD,2800,7,72965,1220,Alloy
MANHEIM,BLUE,No,6034,MEDIUM,GM,6835,3,70044,1272,unkwnWheel
MANHEIM,RED,No,9366,MEDIUM,OTHER,7855,3,75116,686,Covers
MANHEIM,BLUE,No,3979,MEDIUM,GM,5500,5,90474,909,Alloy
MANHEIM,BLACK,No,5760,MEDIUM,CHRYSLER,5200,3,70685,1389,Covers
MANHEIM,SILVER,No,6653,SPECIALTY,OTHER,8185,8,82189,1413,Covers
MANHEIM,WHITE,No,5548,VAN,CHRYSLER,7900,3,72499,1623,Covers
MANHEIM,WHITE,No,6985,COMPACT,GM,5735,2,80215,853,Alloy
MANHEIM,BROWN,No,2177,VAN,GM,5335,5,77997,4622,Covers
MANHEIM,SILVER,No,6186,SMALL SUV,OTHER,6800,5,76099,920,Alloy
MANHEIM,GREEN,No,4128,MEDIUM,GM,6265,5,57925,1003,Alloy
MANHEIM,MAROON,Yes,4094,LARGE,GM,6435,5,65301,1703,Alloy
MANHEIM,GREY,No,8202,SMALL SUV,OTHER,8255,4,72595,1389,Alloy
MANHEIM,BLACK,Yes,8767,SPECIALTY,CHRYSLER,8185,3,81345,1503,Covers
MANHEIM,SILVER,No,4528,MEDIUM,GM,5635,3,59247,671,Covers
MANHEIM,WHITE,No,6103,MEDIUM,OTHER,7485,4,86351,1373,Alloy
MANHEIM,BLUE,Yes,4392,VAN,CHRYSLER,4615,4,86834,1763,Covers
MANHEIM,SILVER,No,2992,LARGE,GM,6035,7,54186,1800,Alloy
MANHEIM,GREEN,No,6348,MEDIUM,GM,6335,3,73888,1272,Covers
MANHEIM,BLACK,No,3728,COMPACT,FORD,5465,4,64939,1020,Alloy
MANHEIM,BLUE,No,9719,SPECIALTY,CHRYSLER,9900,2,61026,1215,Covers
MANHEIM,BLUE,Yes,2781,MEDIUM,CHRYSLER,6035,4,64432,1020,Alloy
MANHEIM,PURPLE,No,3794,MEDIUM,CHRYSLER,5300,4,54199,1086,Covers
MANHEIM,BLUE,No,4534,MEDIUM,GM,5045,4,77929,1038,Covers
MANHEIM,MAROON,No,3575,VAN,FORD,5045,5,82581,1633,Alloy
MANHEIM,BLUE,Yes,4466,LARGE,GM,6665,5,76289,1974,Covers
MANHEIM,GREY,No,7195,MEDIUM SUV,CHRYSLER,7585,6,90515,1918,Alloy
MANHEIM,BLACK,Yes,5975,MEDIUM,OTHER,7285,6,84291,594,Alloy
MANHEIM,BLACK,No,5144,COMPACT,GM,6135,3,54860,671,Covers
MANHEIM,BLUE,No,5800,COMPACT,GM,5735,3,72862,803,Covers
MANHEIM,WHITE,No,3944,VAN,CHRYSLER,4280,7,81178,2063,Covers
MANHEIM,BLUE,No,5885,MEDIUM SUV,CHRYSLER,6865,6,93176,2206,Alloy
MANHEIM,SILVER,No,7663,MEDIUM SUV,CHRYSLER,9085,5,92183,1918,Covers
MANHEIM,WHITE,No,4416,LARGE,GM,6125,5,75066,1974,Alloy
MANHEIM,GREY,No,8286,MEDIUM,GM,9085,2,49539,905,Alloy
MANHEIM,GREY,No,10058,MEDIUM,OTHER,8045,3,57642,1003,Covers
MANHEIM,SILVER,No,10298,LARGE,GM,8345,4,75064,1272,Alloy
MANHEIM,SILVER,No,3942,COMPACT,FORD,6125,5,52428,920,Covers
MANHEIM,BLACK,No,6646,COMPACT,OTHER,6065,2,57374,754,Covers
MANHEIM,SILVER,No,7360,MEDIUM,OTHER,9500,6,68053,1020,Alloy
MANHEIM,PURPLE,No,6323,MEDIUM,OTHER,6265,4,76830,803,Alloy
MANHEIM,WHITE,No,3316,COMPACT,GM,4450,4,53596,671,Covers
MANHEIM,GOLD,Yes,7279,LARGE TRUCK,CHRYSLER,8585,6,87402,983,Alloy
MANHEIM,GREY,No,4449,COMPACT,GM,4820,3,55799,671,Covers
MANHEIM,GREY,Yes,8167,MEDIUM,CHRYSLER,7135,2,66628,1020,Covers
MANHEIM,BLACK,No,4238,MEDIUM,GM,5865,5,78973,1038,Covers
MANHEIM,WHITE,No,7585,MEDIUM SUV,CHRYSLER,9440,6,85419,1763,Covers
MANHEIM,BLUE,No,4729,SMALL SUV,CHRYSLER,6735,8,85044,1283,Covers
MANHEIM,GOLD,No,7676,MEDIUM,OTHER,7485,4,85287,723,Covers
MANHEIM,BLUE,No,11187,SPECIALTY,OTHER,10085,3,57139,1500,Alloy
MANHEIM,SILVER,No,8717,SMALL SUV,FORD,6855,4,82217,1503,Alloy
MANHEIM,WHITE,No,6424,VAN,GM,6600,3,85026,2282,Covers
MANHEIM,BLUE,No,7125,MEDIUM,GM,6800,3,67191,923,Covers
MANHEIM,GOLD,No,2966,COMPACT,GM,3530,6,87358,1243,Covers
MANHEIM,BLUE,No,1055,MEDIUM,CHRYSLER,4730,8,62707,1515,Alloy
MANHEIM,BLACK,No,7156,MEDIUM,OTHER,7185,6,87779,594,Alloy
MANHEIM,MAROON,No,7724,LARGE,OTHER,10085,5,75853,1155,Alloy
MANHEIM,BLUE,No,8223,SMALL SUV,FORD,7970,3,70699,920,Alloy
MANHEIM,SILVER,No,3720,COMPACT,GM,5130,4,48344,623,Covers
MANHEIM,BLACK,No,9617,MEDIUM SUV,CHRYSLER,8500,4,87572,1763,Alloy
MANHEIM,GREY,No,9906,MEDIUM,OTHER,10385,3,58029,505,Covers
OTHER,GOLD,No,6325,LARGE,FORD,7330,4,79706,1506,Alloy
OTHER,GREEN,No,11519,SMALL SUV,FORD,6900,3,76977,1389,Alloy
OTHER,SILVER,No,4650,SPORTS,GM,7050,7,72875,2799,Alloy
OTHER,WHITE,No,5326,SMALL SUV,OTHER,6900,8,73678,1220,Alloy
OTHER,GREY,No,2140,MEDIUM,FORD,3800,7,93440,1353,Alloy
OTHER,MAROON,No,4463,MEDIUM SUV,CHRYSLER,7100,6,51987,1386,Alloy
OTHER,WHITE,No,13315,MEDIUM SUV,CHRYSLER,9700,2,72166,1272,Alloy
OTHER,SILVER,No,6311,MEDIUM,GM,6500,3,67562,923,Covers
OTHER,RED,No,4021,MEDIUM SUV,FORD,7000,7,80724,1543,Alloy
OTHER,GREY,No,7937,LARGE,GM,7900,2,78570,1974,Covers
OTHER,GREY,No,9281,LARGE,GM,8000,1,80289,2152,Covers
OTHER,BLUE,No,4420,LARGE,GM,6300,4,71364,1974,Covers
OTHER,GREEN,No,7921,MEDIUM,OTHER,7500,4,68032,1118,Alloy
OTHER,BLACK,No,7274,MEDIUM,OTHER,7000,4,82909,1373,Alloy
OTHER,GREEN,No,10362,LARGE SUV,FORD,10400,5,92724,1197,Alloy
OTHER,BLACK,Yes,3062,MEDIUM SUV,FORD,4900,7,80284,1543,Alloy
OTHER,SILVER,No,9256,SPECIALTY,CHRYSLER,9300,3,71879,1389,Covers
OTHER,GREEN,No,7289,LARGE SUV,GM,10300,6,75429,1923,Alloy
OTHER,GREY,Yes,10057,SPECIALTY,CHRYSLER,8000,3,81984,1503,Covers
OTHER,SILVER,No,4064,LARGE,GM,5400,7,88625,2712,Alloy
OTHER,GREEN,No,8272,SMALL SUV,FORD,7300,3,86251,983,Alloy
MANHEIM,GREY,No,5899,MEDIUM SUV,GM,8055,6,64141,1320,Alloy
MANHEIM,BLUE,No,4904,MEDIUM,CHRYSLER,4695,4,71593,1389,Alloy
MANHEIM,WHITE,No,9318,MEDIUM SUV,GM,7045,3,89362,1243,Alloy
MANHEIM,BLUE,No,3241,MEDIUM,CHRYSLER,5405,6,52324,1303,Alloy
MANHEIM,GREY,No,5326,MEDIUM SUV,CHRYSLER,7320,5,73144,1740,Alloy
MANHEIM,WHITE,No,6921,MEDIUM SUV,GM,8370,5,85223,1243,Alloy
MANHEIM,BLACK,No,8496,LARGE TRUCK,CHRYSLER,9275,5,75251,920,Special
MANHEIM,RED,No,4297,MEDIUM,CHRYSLER,5445,3,51856,920,Alloy
MANHEIM,GREEN,No,6032,LARGE SUV,OTHER,7520,8,67617,1028,Alloy
MANHEIM,RED,No,8008,LARGE SUV,FORD,9475,5,67833,923,Covers
MANHEIM,SILVER,No,9276,LARGE TRUCK,FORD,10090,5,76247,803,Alloy
MANHEIM,WHITE,No,2604,COMPACT,GM,3625,5,70011,1155,Covers
MANHEIM,BLUE,No,3261,MEDIUM,GM,4695,7,62113,2198,Alloy
MANHEIM,GREY,No,7963,MEDIUM,OTHER,9540,4,65962,533,Covers
MANHEIM,SILVER,No,8260,MEDIUM,OTHER,6445,1,49999,482,Covers
MANHEIM,SILVER,Yes,4609,LARGE,GM,4930,5,83743,2152,Alloy
MANHEIM,BLUE,No,4405,MEDIUM,OTHER,5755,6,87244,1023,Covers
MANHEIM,BLUE,No,3981,MEDIUM,OTHER,5620,4,54657,505,Alloy
MANHEIM,WHITE,Yes,5895,LARGE,GM,7020,3,68220,1703,Alloy
MANHEIM,RED,No,7126,MEDIUM,OTHER,6720,3,76536,803,Alloy
MANHEIM,BLUE,No,8365,SPECIALTY,CHRYSLER,10000,3,54423,1086,Alloy
MANHEIM,BLUE,No,7486,MEDIUM,CHRYSLER,6380,3,56181,1086,Alloy
MANHEIM,BLUE,No,12669,LARGE TRUCK,OTHER,9615,4,84123,1373,Alloy
MANHEIM,WHITE,Yes,3233,MEDIUM,GM,4495,6,30698,762,Covers
MANHEIM,BLUE,No,11063,MEDIUM,CHRYSLER,7020,2,72089,1272,Alloy
MANHEIM,GREY,Yes,7180,LARGE SUV,GM,8995,7,88307,2063,Special
MANHEIM,SILVER,No,9179,SPECIALTY,CHRYSLER,10060,3,71455,1389,Covers
MANHEIM,GOLD,Yes,6428,CROSSOVER,CHRYSLER,7180,4,61751,1215,Covers
MANHEIM,BLACK,No,6599,MEDIUM SUV,GM,7845,5,79067,1155,Alloy
MANHEIM,BLACK,No,9139,MEDIUM,FORD,8395,2,76963,1506,Alloy
MANHEIM,SILVER,No,3319,COMPACT,OTHER,5095,5,57358,754,Covers
MANHEIM,BLACK,Yes,5522,MEDIUM,CHRYSLER,5155,3,76487,1389,Covers
MANHEIM,GREY,No,7052,COMPACT,OTHER,5780,2,89990,723,Covers
MANHEIM,BLUE,No,6069,MEDIUM,GM,6980,3,79846,1272,Covers
MANHEIM,RED,No,2300,MEDIUM,GM,4755,6,76381,1506,Alloy
MANHEIM,SILVER,No,2830,MEDIUM SUV,OTHER,5430,8,81684,1023,Alloy
MANHEIM,SILVER,No,4377,MEDIUM,OTHER,5380,4,82041,594,Covers
MANHEIM,WHITE,No,9773,LARGE TRUCK,GM,10510,5,89233,1373,Alloy
MANHEIM,BLUE,No,9037,CROSSOVER,CHRYSLER,8295,2,73430,1389,Covers
MANHEIM,BLUE,No,7580,CROSSOVER,OTHER,7245,4,77650,1038,Alloy
MANHEIM,GREEN,No,8204,LARGE SUV,FORD,10010,6,89446,1113,Alloy
MANHEIM,SILVER,No,4602,MEDIUM SUV,GM,5630,5,81021,1763,Alloy
MANHEIM,BLUE,No,4389,MEDIUM,OTHER,6580,6,85355,1373,Alloy
MANHEIM,WHITE,No,3283,MEDIUM,GM,4395,6,92588,2639,Alloy
OTHER,WHITE,Yes,0,VAN,GM,6500,3,78121,2091,unkwnWheel
OTHER,GREY,No,9169,MEDIUM SUV,GM,6900,3,76951,1389,Alloy
OTHER,BLUE,No,3517,COMPACT,OTHER,4700,3,61845,533,Covers
OTHER,BLACK,No,2011,MEDIUM,FORD,4200,8,93559,1353,Alloy
OTHER,WHITE,No,5644,MEDIUM SUV,GM,6700,6,94346,1641,Alloy
OTHER,GREEN,Yes,15254,SPECIALTY,CHRYSLER,9800,3,84738,1503,unkwnWheel
OTHER,GREEN,No,6799,CROSSOVER,CHRYSLER,7800,4,76157,1389,Covers
OTHER,BEIGE,No,4036,LARGE,GM,5700,5,78283,1974,Covers
OTHER,SILVER,No,5899,MEDIUM SUV,OTHER,6500,4,69408,825,Alloy
OTHER,GREEN,No,13109,CROSSOVER,CHRYSLER,8200,2,85079,2022,Alloy
OTHER,SILVER,No,5527,VAN,FORD,5400,3,77321,1506,Covers
OTHER,BLACK,No,9555,LARGE,FORD,7400,2,76030,1506,Alloy
OTHER,WHITE,No,5527,MEDIUM,FORD,5500,3,72102,920,Alloy
OTHER,GREY,No,4597,MEDIUM,CHRYSLER,4000,4,96284,1341,Alloy
OTHER,BLUE,Yes,2738,COMPACT,FORD,2650,7,92279,1641,Alloy
OTHER,SILVER,No,7222,LARGE,GM,7400,3,67914,1703,Covers
OTHER,SILVER,No,5712,LARGE,GM,5500,4,78846,1974,Alloy
OTHER,BLACK,No,5215,MEDIUM,GM,6500,4,48695,905,Covers
